time,vr,vl
0.745,0.1320000000000003,0.1327499999999997
0.75,0.1328800000000003,0.1336349999999997
0.755,0.1337600000000003,0.1345199999999997
0.76,0.1346400000000003,0.1354049999999997
0.765,0.1355200000000003,0.1362899999999997
0.77,0.1364000000000002,0.1371749999999997
0.775,0.1372800000000002,0.1380599999999997
0.78,0.1381600000000002,0.1389449999999997
0.785,0.1390400000000002,0.1398299999999996
0.79,0.1399200000000002,0.1407149999999996
0.795,0.1408000000000002,0.1415999999999996
0.8,0.1416800000000002,0.1424849999999996
0.805,0.1425600000000002,0.1433699999999996
0.8100000000000001,0.1434400000000002,0.1442549999999996
0.8150000000000001,0.1443200000000002,0.1451399999999996
0.8200000000000001,0.1452000000000002,0.1460249999999996
0.8250000000000001,0.1460800000000002,0.1469099999999996
0.8300000000000001,0.1469600000000001,0.1477949999999996
0.835,0.1478400000000001,0.1486799999999996
0.84,0.1487200000000001,0.1495649999999996
0.845,0.1496000000000001,0.1504499999999996
0.85,0.1504800000000001,0.1513349999999996
0.855,0.1513600000000001,0.1522199999999996
0.86,0.1522400000000001,0.1531049999999996
0.865,0.1531200000000001,0.1539899999999996
0.87,0.1540000000000001,0.1548749999999996
0.875,0.1548800000000001,0.1557599999999996
0.88,0.1557600000000001,0.1566449999999996
0.885,0.1566400000000001,0.1575299999999996
0.89,0.15752,0.1584149999999996
0.895,0.1584,0.1592999999999996
0.9,0.15928,0.1601849999999996
0.905,0.16016,0.1610699999999996
0.91,0.16104,0.1619549999999996
0.915,0.16192,0.1628399999999996
0.92,0.1628,0.1637249999999996
0.925,0.16368,0.1646099999999996
0.93,0.16456,0.1654949999999996
0.9350000000000001,0.16544,0.1663799999999996
0.9400000000000001,0.16632,0.1672649999999996
0.9450000000000001,0.1672,0.1681499999999995
0.9500000000000001,0.16808,0.1690349999999995
0.9550000000000001,0.1689599999999999,0.1699199999999995
0.96,0.1698399999999999,0.1708049999999995
0.965,0.1707199999999999,0.1716899999999995
0.97,0.1715999999999999,0.1725749999999995
0.975,0.1724799999999999,0.1734599999999995
0.98,0.1733599999999999,0.1743449999999995
0.985,0.1742399999999999,0.1752299999999995
0.99,0.1751199999999999,0.1761149999999995
0.995,0.1759999999999999,0.1769999999999995
1,0.1768799999999999,0.1778849999999995
1.005,0.1777599999999999,0.1787699999999995
1.01,0.1786399999999999,0.1796549999999995
1.015,0.1795199999999998,0.1805399999999995
1.02,0.1803999999999998,0.1814249999999995
1.025,0.1812799999999998,0.1823099999999995
1.03,0.1821599999999998,0.1831949999999995
1.035,0.1830399999999998,0.1840799999999995
1.04,0.1839199999999998,0.1849649999999995
1.045,0.1847999999999998,0.1858499999999995
1.05,0.1856799999999998,0.1867349999999995
1.055,0.1865599999999998,0.1876199999999995
1.06,0.1874399999999998,0.1885049999999995
1.065,0.1883199999999998,0.1893899999999995
1.07,0.1891999999999998,0.1902749999999995
1.075,0.1900799999999997,0.1911599999999995
1.08,0.1909599999999997,0.1920449999999995
1.085,0.1918399999999997,0.1929299999999995
1.09,0.1927199999999997,0.1938149999999995
1.095,0.1935999999999997,0.1946999999999995
1.1,0.1944799999999997,0.1955849999999995
1.105,0.1953599999999997,0.1964699999999995
1.11,0.1962399999999997,0.1973549999999994
1.115,0.1971199999999997,0.1982399999999994
1.12,0.1979999999999997,0.1991249999999994
1.125,0.1988799999999997,0.2000099999999994
1.13,0.1997599999999997,0.2008949999999994
1.135,0.2006399999999997,0.2017799999999994
1.14,0.2015199999999996,0.2026649999999994
1.145,0.2023999999999996,0.2035499999999994
1.15,0.2032799999999996,0.2044349999999994
1.155,0.2041599999999996,0.2053199999999994
1.16,0.2050399999999996,0.2062049999999994
1.165,0.2059199999999996,0.2070899999999994
1.17,0.2067999999999996,0.2079749999999994
1.175,0.2076799999999996,0.2088599999999994
1.18,0.2085599999999996,0.2097449999999994
1.185,0.2094399999999996,0.2106299999999994
1.19,0.2103199999999996,0.2115149999999994
1.195,0.2111999999999996,0.2123999999999994
1.2,0.2120799999999995,0.2132849999999994
1.205,0.2129599999999995,0.2141699999999994
1.21,0.2138399999999995,0.2150549999999994
1.215,0.2147199999999995,0.2159399999999994
1.22,0.2155999999999995,0.2168249999999994
1.225,0.2164799999999995,0.2177099999999994
1.23,0.2173599999999995,0.2185949999999994
1.235,0.2182399999999995,0.2194799999999994
1.24,0.2191199999999995,0.2203649999999994
1.245,0.2199999999999995,0.2212499999999994
1.25,0.2208799999999995,0.2221349999999994
1.255,0.2217599999999995,0.2230199999999994
1.26,0.2226399999999994,0.2239049999999994
1.265,0.2235199999999994,0.2247899999999994
1.27,0.2243999999999994,0.2256749999999993
1.275,0.2252799999999994,0.2265599999999993
1.28,0.2261599999999994,0.2274449999999993
1.285,0.2270399999999994,0.2283299999999993
1.29,0.2279199999999994,0.2292149999999993
1.295,0.2287999999999994,0.2300999999999993
1.3,0.2296799999999994,0.2309849999999993
1.305,0.2305599999999994,0.2318699999999993
1.31,0.2314399999999994,0.2327549999999993
1.315,0.2323199999999994,0.2336399999999993
1.32,0.2331999999999994,0.2345249999999993
1.325,0.2340799999999993,0.2354099999999993
1.33,0.2349599999999993,0.2362949999999993
1.335,0.2358399999999993,0.2371799999999993
1.34,0.2367199999999993,0.2380649999999993
1.345,0.2375999999999993,0.2389499999999993
1.35,0.2384799999999993,0.2398349999999993
1.355,0.2393599999999993,0.2407199999999993
1.36,0.2402399999999993,0.2416049999999993
1.365,0.2411199999999993,0.2424899999999993
1.37,0.2419999999999993,0.2433749999999993
1.375,0.2428799999999993,0.2442599999999993
1.38,0.2437599999999993,0.2451449999999993
1.385,0.2446399999999992,0.2460299999999993
1.39,0.2455199999999992,0.2469149999999993
1.395,0.2463999999999992,0.2477999999999993
1.4,0.2472799999999992,0.2486849999999993
1.405,0.2481599999999992,0.2495699999999993
1.41,0.2490399999999992,0.2504549999999993
1.415,0.2499199999999992,0.2513399999999993
1.42,0.2507999999999992,0.2522249999999993
1.425,0.2516799999999992,0.2531099999999993
1.43,0.2525599999999992,0.2539949999999994
1.435,0.2534399999999992,0.2548799999999994
1.44,0.2543199999999992,0.2557649999999994
1.445,0.2551999999999991,0.2566499999999994
1.45,0.2560799999999991,0.2575349999999995
1.455,0.2569599999999991,0.2584199999999995
1.46,0.2578399999999991,0.2593049999999995
1.465,0.2587199999999991,0.2601899999999995
1.47,0.2595999999999991,0.2610749999999996
1.475,0.2604799999999991,0.2619599999999996
1.48,0.2613599999999991,0.2628449999999996
1.485,0.2622399999999991,0.2637299999999996
1.49,0.2631199999999991,0.2646149999999997
1.495,0.2639999999999991,0.2654999999999997
1.5,0.2648799999999991,0.2663849999999997
1.505,0.2657599999999991,0.2672699999999997
1.51,0.266639999999999,0.2681549999999998
1.515,0.267519999999999,0.2690399999999998
1.52,0.268399999999999,0.2699249999999998
1.525,0.269279999999999,0.2708099999999998
1.53,0.270159999999999,0.2716949999999999
1.535,0.271039999999999,0.2725799999999999
1.54,0.271919999999999,0.2734649999999999
1.545,0.272799999999999,0.2743499999999999
1.55,0.273679999999999,0.275235
1.555,0.274559999999999,0.27612
1.56,0.275439999999999,0.277005
1.565,0.276319999999999,0.27789
1.57,0.2771999999999989,0.2787750000000001
1.575,0.2780799999999989,0.2796600000000001
1.58,0.2789599999999989,0.2805450000000001
1.585,0.2798399999999989,0.2814300000000001
1.59,0.2807199999999989,0.2823150000000001
1.595,0.2815999999999989,0.2832000000000002
1.6,0.2824799999999989,0.2840850000000002
1.605,0.2833599999999989,0.2849700000000002
1.61,0.2842399999999989,0.2858550000000002
1.615,0.2851199999999989,0.2867400000000003
1.62,0.2859999999999989,0.2876250000000003
1.625,0.2868799999999989,0.2885100000000003
1.63,0.2877599999999989,0.2893950000000003
1.635,0.2886399999999988,0.2902800000000004
1.64,0.2895199999999988,0.2911650000000004
1.645,0.2903999999999988,0.2920500000000004
1.65,0.2912799999999988,0.2929350000000004
1.655,0.2921599999999988,0.2938200000000005
1.66,0.2930399999999988,0.2947050000000005
1.665,0.2939199999999988,0.2955900000000005
1.67,0.2947999999999988,0.2964750000000005
1.675,0.2956799999999988,0.2973600000000006
1.68,0.2965599999999988,0.2982450000000006
1.685,0.2974399999999988,0.2991300000000006
1.69,0.2983199999999988,0.3000150000000006
1.695,0.2991999999999987,0.3009000000000007
1.7,0.3000799999999987,0.3017850000000007
1.705,0.3009599999999987,0.3026700000000007
1.71,0.3018399999999987,0.3035550000000007
1.715,0.3027199999999987,0.3044400000000008
1.72,0.3035999999999987,0.3053250000000008
1.725,0.3044799999999987,0.3062100000000008
1.73,0.3053599999999987,0.3070950000000008
1.735,0.3062399999999987,0.3079800000000009
1.74,0.3071199999999987,0.3088650000000009
1.745,0.3079999999999987,0.3097500000000009
1.75,0.3088799999999987,0.3106350000000009
1.755,0.3097599999999986,0.311520000000001
1.76,0.3106399999999986,0.312405000000001
1.765,0.3115199999999986,0.313290000000001
1.77,0.3123999999999986,0.314175000000001
1.775,0.3132799999999986,0.3150600000000011
1.78,0.3141599999999986,0.3159450000000011
1.785,0.3150399999999986,0.3168300000000011
1.79,0.3159199999999986,0.3177150000000011
1.795,0.3167999999999986,0.3186000000000012
1.8,0.3176799999999986,0.3194850000000012
1.805,0.3185599999999986,0.3203700000000012
1.81,0.3194399999999986,0.3212550000000012
1.815,0.3203199999999986,0.3221400000000013
1.82,0.3211999999999985,0.3230250000000013
1.825,0.3220799999999985,0.3239100000000013
1.83,0.3229599999999985,0.3247950000000013
1.835,0.3238399999999985,0.3256800000000014
1.84,0.3247199999999985,0.3265650000000014
1.845,0.3255999999999985,0.3274500000000014
1.85,0.3264799999999985,0.3283350000000014
1.855,0.3273599999999985,0.3292200000000015
1.86,0.3282399999999985,0.3301050000000015
1.865,0.3291199999999985,0.3309900000000015
1.87,0.3299999999999985,0.3318750000000015
1.875,0.3308799999999985,0.3327600000000016
1.88,0.3317599999999984,0.3336450000000016
1.885,0.3326399999999984,0.3345300000000016
1.89,0.3335199999999984,0.3354150000000016
1.895,0.3343999999999984,0.3363000000000017
1.9,0.3352799999999984,0.3371850000000017
1.905,0.3361599999999984,0.3380700000000017
1.91,0.3370399999999984,0.3389550000000017
1.915,0.3379199999999984,0.3398400000000018
1.92,0.3387999999999984,0.3407250000000018
1.925,0.3396799999999984,0.3416100000000018
1.93,0.3405599999999984,0.3424950000000018
1.935,0.3414399999999984,0.3433800000000019
1.94,0.3423199999999983,0.3442650000000019
1.945,0.3431999999999983,0.3451500000000019
1.95,0.3440799999999983,0.3460350000000019
1.955,0.3449599999999983,0.3469200000000019
1.96,0.3458399999999983,0.347805000000002
1.965,0.3467199999999983,0.348690000000002
1.97,0.3475999999999983,0.349575000000002
1.975,0.3484799999999983,0.350460000000002
1.98,0.3493599999999983,0.3513450000000021
1.985,0.3502399999999983,0.3522300000000021
1.99,0.3511199999999983,0.3531150000000021
1.995,0.3519999999999983,0.3540000000000021
2,0.3528799999999983,0.3548850000000022
2.005,0.3537599999999982,0.3557700000000022
2.01,0.3546399999999982,0.3566550000000022
2.015,0.3555199999999982,0.3575400000000022
2.02,0.3563999999999982,0.3584250000000023
2.025,0.3572799999999982,0.3593100000000023
2.03,0.3581599999999982,0.3601950000000023
2.035,0.3590399999999982,0.3610800000000023
2.04,0.3599199999999982,0.3619650000000024
2.045,0.3607999999999982,0.3628500000000024
2.05,0.3616799999999982,0.3637350000000024
2.055,0.3625599999999982,0.3646200000000024
2.06,0.3634399999999982,0.3655050000000025
2.065,0.3643199999999981,0.3663900000000025
2.07,0.3651999999999981,0.3672750000000025
2.075,0.3660799999999981,0.3681600000000025
2.08,0.3669599999999981,0.3690450000000026
2.085,0.3678399999999981,0.3699300000000026
2.09,0.3687199999999981,0.3708150000000026
2.095,0.3695999999999981,0.3717000000000026
2.1,0.3704799999999981,0.3725850000000027
2.105,0.3713599999999981,0.3734700000000027
2.11,0.3722399999999981,0.3743550000000027
2.115,0.3731199999999981,0.3752400000000027
2.12,0.3739999999999981,0.3761250000000028
2.125,0.374879999999998,0.3770100000000028
2.13,0.375759999999998,0.3778950000000028
2.135,0.376639999999998,0.3787800000000028
2.14,0.377519999999998,0.3796650000000029
2.145,0.378399999999998,0.3805500000000029
2.15,0.379279999999998,0.3814350000000029
2.155,0.380159999999998,0.3823200000000029
2.16,0.381039999999998,0.383205000000003
2.165,0.381919999999998,0.384090000000003
2.17,0.382799999999998,0.384975000000003
2.175,0.383679999999998,0.385860000000003
2.18,0.384559999999998,0.3867450000000031
2.185,0.385439999999998,0.3876300000000031
2.19,0.3863199999999979,0.3885150000000031
2.195,0.3871999999999979,0.3894000000000031
2.2,0.3880799999999979,0.3902850000000032
2.205,0.3889599999999979,0.3911700000000032
2.21,0.3898399999999979,0.3920550000000032
2.215,0.3907199999999979,0.3929400000000032
2.22,0.3915999999999979,0.3938250000000033
2.225,0.3924799999999979,0.3947100000000033
2.23,0.3933599999999979,0.3955950000000033
2.235,0.3942399999999979,0.3964800000000033
2.24,0.3951199999999979,0.3973650000000034
2.245,0.3959999999999979,0.3982500000000034
2.25,0.3968799999999978,0.3991350000000034
2.255,0.3977599999999978,0.4000200000000034
2.26,0.3986399999999978,0.4009050000000035
2.265,0.3995199999999978,0.4017900000000035
2.27,0.4003999999999978,0.4026750000000035
2.275,0.4012799999999978,0.4035600000000035
2.28,0.4021599999999978,0.4044450000000036
2.285,0.4030399999999978,0.4053300000000036
2.29,0.4039199999999978,0.4062150000000036
2.295,0.4047999999999978,0.4071000000000036
2.3,0.4056799999999978,0.4079850000000037
2.305,0.4065599999999978,0.4088700000000037
2.31,0.4074399999999977,0.4097550000000037
2.315,0.4083199999999977,0.4106400000000037
2.32,0.4091999999999977,0.4115250000000037
2.325,0.4100799999999977,0.4124100000000038
2.33,0.4109599999999977,0.4132950000000038
2.335,0.4118399999999977,0.4141800000000038
2.34,0.4127199999999977,0.4150650000000038
2.345,0.4135999999999977,0.4159500000000039
2.35,0.4144799999999977,0.4168350000000039
2.355,0.4153599999999977,0.4177200000000039
2.36,0.4162399999999977,0.4186050000000039
2.365,0.4171199999999977,0.419490000000004
2.37,0.4179999999999977,0.420375000000004
2.375,0.4188799999999976,0.421260000000004
2.38,0.4197599999999976,0.422145000000004
2.385,0.4206399999999976,0.4230300000000041
2.39,0.4215199999999976,0.4239150000000041
2.395,0.4223999999999976,0.4248000000000041
2.4,0.4232799999999976,0.4256850000000041
2.405,0.4241599999999976,0.4265700000000042
2.41,0.4250399999999976,0.4274550000000042
2.415,0.4259199999999976,0.4283400000000042
2.42,0.4267999999999976,0.4292250000000042
2.425,0.4276799999999976,0.4301100000000043
2.43,0.4285599999999976,0.4309950000000043
2.435,0.4294399999999975,0.4318800000000043
2.44,0.4303199999999975,0.4327650000000043
2.445,0.4311999999999975,0.4336500000000044
2.45,0.4320799999999975,0.4345350000000044
2.455,0.4329599999999975,0.4354200000000044
2.46,0.4338399999999975,0.4363050000000044
2.465,0.4347199999999975,0.4371900000000045
2.47,0.4355999999999975,0.4380750000000045
2.475,0.4364799999999975,0.4389600000000045
2.48,0.4373599999999975,0.4398450000000045
2.485,0.4382399999999975,0.4407300000000046
2.49,0.4391199999999975,0.4416150000000046
2.495,0.4399999999999974,0.4425000000000046
2.5,0.4408799999999974,0.4433850000000046
2.505,0.4417599999999974,0.4442700000000047
2.51,0.4426399999999974,0.4451550000000047
2.515,0.4435199999999974,0.4460400000000047
2.52,0.4443999999999974,0.4469250000000047
2.525,0.4452799999999974,0.4478100000000048
2.53,0.4461599999999974,0.4486950000000048
2.535,0.4470399999999974,0.4495800000000048
2.54,0.4479199999999974,0.4504650000000048
2.545,0.4487999999999974,0.4513500000000049
2.55,0.4496799999999974,0.4522350000000049
2.555,0.4505599999999974,0.4531200000000049
2.56,0.4514399999999973,0.4540050000000049
2.565,0.4523199999999973,0.454890000000005
2.57,0.4531999999999973,0.455775000000005
2.575,0.4540799999999973,0.456660000000005
2.58,0.4549599999999973,0.457545000000005
2.585,0.4558399999999973,0.4584300000000051
2.59,0.4567199999999973,0.4593150000000051
2.595,0.4575999999999973,0.4602000000000051
2.6,0.4584799999999973,0.4610850000000051
2.605,0.4593599999999973,0.4619700000000052
2.61,0.4602399999999973,0.4628550000000052
2.615,0.4611199999999973,0.4637400000000052
2.62,0.4619999999999972,0.4646250000000052
2.625,0.4628799999999972,0.4655100000000053
2.63,0.4637599999999972,0.4663950000000053
2.635,0.4646399999999972,0.4672800000000053
2.64,0.4655199999999972,0.4681650000000053
2.645,0.4663999999999972,0.4690500000000054
2.65,0.4672799999999972,0.4699350000000054
2.655,0.4681599999999972,0.4708200000000054
2.66,0.4690399999999972,0.4717050000000054
2.665,0.4699199999999972,0.4725900000000055
2.67,0.4707999999999972,0.4734750000000055
2.675,0.4716799999999972,0.4743600000000055
2.68,0.4725599999999971,0.4752450000000055
2.685,0.4734399999999971,0.4761300000000055
2.69,0.4743199999999971,0.4770150000000056
2.695,0.4751999999999971,0.4779000000000056
2.7,0.4760799999999971,0.4787850000000056
2.705,0.4769599999999971,0.4796700000000056
2.71,0.4778399999999971,0.4805550000000057
2.715,0.4787199999999971,0.4814400000000057
2.72,0.4795999999999971,0.4823250000000057
2.725,0.4804799999999971,0.4832100000000057
2.73,0.4813599999999971,0.4840950000000058
2.735,0.4822399999999971,0.4849800000000058
2.74,0.4831199999999971,0.4858650000000058
2.745,0.483999999999997,0.4867500000000058
2.75,0.484879999999997,0.4876350000000059
2.755,0.485759999999997,0.4885200000000059
2.76,0.486639999999997,0.4894050000000059
2.765,0.487519999999997,0.4902900000000059
2.77,0.488399999999997,0.491175000000006
2.775,0.489279999999997,0.492060000000006
2.78,0.490159999999997,0.492945000000006
2.785,0.491039999999997,0.493830000000006
2.79,0.491919999999997,0.4947150000000061
2.795,0.492799999999997,0.4956000000000061
2.8,0.493679999999997,0.4964850000000061
2.805,0.4945599999999969,0.4973700000000061
2.81,0.4954399999999969,0.4982550000000062
2.815,0.4963199999999969,0.4991400000000062
2.82,0.4971999999999969,0.5000250000000062
2.825,0.4980799999999969,0.5009100000000062
2.83,0.4989599999999969,0.5017950000000062
2.835,0.4998399999999969,0.5026800000000062
2.84,0.5007199999999969,0.5035650000000063
2.845,0.5015999999999969,0.5044500000000063
2.85,0.5024799999999969,0.5053350000000063
2.855,0.5033599999999969,0.5062200000000063
2.86,0.5042399999999969,0.5071050000000064
2.865,0.5051199999999969,0.5079900000000064
2.87,0.5059999999999969,0.5088750000000064
2.875,0.5068799999999969,0.5097600000000064
2.88,0.5077599999999969,0.5106450000000065
2.885,0.5086399999999969,0.5115300000000065
2.89,0.5095199999999969,0.5124150000000065
2.895,0.5103999999999969,0.5133000000000065
2.9,0.5112799999999968,0.5141850000000066
2.905,0.5121599999999968,0.5150700000000066
2.91,0.5130399999999968,0.5159550000000066
2.915,0.5139199999999968,0.5168400000000066
2.92,0.5147999999999968,0.5177250000000067
2.925,0.5156799999999968,0.5186100000000067
2.93,0.5165599999999968,0.5194950000000067
2.935,0.5174399999999968,0.5203800000000067
2.94,0.5183199999999968,0.5212650000000068
2.945,0.5191999999999968,0.5221500000000068
2.95,0.5200799999999968,0.5230350000000068
2.955,0.5209599999999968,0.5239200000000068
2.96,0.5218399999999968,0.5248050000000068
2.965,0.5227199999999967,0.5256900000000069
2.97,0.5235999999999967,0.5265750000000069
2.975,0.5244799999999967,0.5274600000000069
2.98,0.5253599999999967,0.5283450000000069
2.985,0.5262399999999967,0.529230000000007
2.99,0.5271199999999967,0.530115000000007
2.995,0.5279999999999967,0.531000000000007
3,0.5288799999999967,0.531885000000007
3.005,0.5297599999999967,0.5327700000000071
3.01,0.5306399999999967,0.5336550000000071
3.015,0.5315199999999967,0.5345400000000071
3.02,0.5323999999999967,0.5354250000000071
3.025,0.5332799999999966,0.5363100000000072
3.03,0.5341599999999966,0.5371950000000072
3.035,0.5350399999999966,0.5380800000000072
3.04,0.5359199999999966,0.5389650000000072
3.045,0.5367999999999966,0.5398500000000073
3.05,0.5376799999999966,0.5407350000000073
3.055,0.5385599999999966,0.5416200000000073
3.06,0.5394399999999966,0.5425050000000073
3.065,0.5403199999999966,0.5433900000000074
3.07,0.5411999999999966,0.5442750000000074
3.075,0.5420799999999966,0.5451600000000074
3.08,0.5429599999999966,0.5460450000000074
3.085,0.5438399999999965,0.5469300000000075
3.09,0.5447199999999965,0.5478150000000075
3.095,0.5455999999999965,0.5487000000000075
3.1,0.5464799999999965,0.5495850000000075
3.105,0.5473599999999965,0.5504700000000076
3.11,0.5482399999999965,0.5513550000000076
3.115,0.5491199999999965,0.5522400000000076
3.12,0.5499999999999965,0.5531250000000076
3.125,0.5508799999999965,0.5540100000000077
3.13,0.5517599999999965,0.5548950000000077
3.135,0.5526399999999965,0.5557800000000077
3.14,0.5535199999999965,0.5566650000000077
3.145,0.5543999999999965,0.5575500000000078
3.15,0.5552799999999964,0.5584350000000078
3.155,0.5561599999999964,0.5593200000000078
3.16,0.5570399999999964,0.5602050000000078
3.165,0.5579199999999964,0.5610900000000079
3.17,0.5587999999999964,0.5619750000000079
3.175,0.5596799999999964,0.5628600000000079
3.18,0.5605599999999964,0.5637450000000079
3.185,0.5614399999999964,0.564630000000008
3.19,0.5623199999999964,0.565515000000008
3.195,0.5631999999999964,0.566400000000008
3.2,0.5640799999999964,0.567285000000008
3.205,0.5649599999999964,0.5681700000000081
3.21,0.5658399999999963,0.5690550000000081
3.215,0.5667199999999963,0.5699400000000081
