t,x,y
16.09,19.1801953478594,-0.1072383455098429
16.19,19.45499966097069,-0.1207463110962095
16.295,19.39593194057999,-0.4790637338016071
16.4,19.69314092528337,-0.05195200816068593
16.5,20.0702526554661,0.2497463049589459
16.6,20.14045110552608,-0.04398674213929539
16.705,20.2882599521619,-0.01646908947741295
16.81,20.49139643114047,0.01538139622277084
16.91,20.55234121359788,0.2065767391922089
17.01,20.54308758548488,-0.2439627798409882
17.115,20.84263852288351,-0.09183982005186268
17.22,21.24665943609916,0.01100666126347397
17.32,20.99744135864,0.02949888245979809
17.42,21.47820467685133,-0.1775221853954742
17.525,21.45939989690092,-0.1772447086519692
17.63,21.72814957113865,0.01202348741487562
17.73,21.74650273490391,0.2220437926296508
17.83,21.95116688024312,-0.01003678336306136
17.935,22.14245330963288,0.1345445876265398
18.035,22.08329581112917,-0.1267808826049762
18.135,22.06303153729693,0.006336815927051793
18.24,22.58433372927059,0.03828818179868287
18.345,22.88022008441622,-0.04798089350855287
18.445,22.88904653846955,0.1525729321079655
18.545,22.90929043590319,0.1798955280120335
18.65,23.50488429496113,-0.07285839579870619
18.755,23.34103728562147,0.0009539453072002105
18.855,23.21561965010948,-0.2026141515079778
18.955,23.7894686014331,0.2219763636598826
19.06,23.69455382208519,0.05997572336333076
19.16,23.93276472497065,-0.005343882439060586
19.26,23.76372008772518,-0.04299275109572423
19.365,24.176587588508,0.05804408214021144
19.47,24.68523178548994,-0.1726636210028448
19.57,24.36506732307875,-0.07105035592083934
19.67,24.68095567785416,0.01945184167480098
19.775,24.81056833717301,0.1509726690248792
19.88,24.58526824123467,0.03571239230591412
19.98,25.22479070336948,0.1334721597303762
20.08,25.40031932876759,0.0540467841488078
20.185,25.49240540993224,0.1977333941428701
20.285,25.50140675609062,0.01233034192585309
20.385,25.75353586964911,-0.2770196892930876
20.49,26.08056619425338,0.123614248980543
20.595,25.98525674409646,-0.02929817851460695
20.695,26.13635843659681,0.02129885012301098
20.795,26.26522841112028,-0.05100608979615812
20.9,26.33207449619749,-0.06127962813527282
21.005,26.61715708848566,-0.1203998616563396
21.105,26.75686756471654,-0.1837013456161647
21.205,27.01819398529048,-0.3969093649239726
21.31,26.94515272831462,-0.07081329330172048
21.41,27.15979274442628,-0.3110310352890994
21.51,27.48318862645971,-0.6173083972081382
21.615,27.09547762080147,-0.6111866172337809
21.72,27.57523421059778,-0.6400312244307127
21.82,27.79123444891175,-0.916987105489663
21.92,27.90165016128386,-0.5549272897138543
22.025,27.96129163566084,-0.8184886272599563
22.13,27.78026921076021,-1.103331052833838
22.23,28.21327942141692,-0.9316395021750338
22.33,28.27261969707367,-1.077829777157959
22.435,28.64691983767797,-1.664966655491723
22.535,28.95136028046613,-1.427837634783393
22.635,28.67547510363309,-1.398035348776369
22.74,28.91239180140679,-2.064192625852881
22.845,28.90315188412027,-1.833189767298555
22.945,28.91849037978201,-1.898107962921651
23.045,28.88603851107657,-2.078968468597638
23.15,28.96848104975113,-2.422468679516917
23.255,28.96748611510603,-2.382086516878853
23.355,28.76949855435264,-2.515554874111957
23.455,29.27374759079015,-2.576615342650581
23.56,28.99666000524859,-2.919308251141232
23.66,29.08588186127396,-3.01103739450332
23.76,29.05670684226908,-3.166464074774143
23.865,29.1236930776572,-3.412998229518587
23.97,29.07209866868662,-3.683821814794039
24.07,29.05758614630097,-3.650403300518303
24.17,28.86397520503141,-4.168696756258565
24.275,29.21674845617487,-3.83066662260102
24.38,28.9850085490572,-4.174768289180576
24.48,29.11622450829256,-4.352660307342232
24.58,28.63585004992929,-4.41245238115197
24.685,28.76458028067379,-4.491127222567085
24.79,28.70699693173175,-4.796778508995916
24.89,28.65764043387334,-4.700436821516257
24.99,28.43406448521797,-5.224049164194193
25.095,28.42206873637416,-5.194155290359842
25.195,28.06178342470663,-5.185765826268098
25.295,28.16349856920225,-5.353184190598101
25.4,28.16630839428079,-5.525252328367313
25.505,27.88551671264288,-5.537395725956033
25.605,27.70123663706419,-5.436698946695338
25.705,28.01880171034466,-5.844031574457152
25.81,27.48705958654002,-5.788746454334766
25.915,27.45213952464413,-6.047032298028353
26.015,26.933504136772,-6.476074728966664
26.115,27.11482002461056,-6.185465123297401
26.22,26.90108916972045,-6.386425780731178
26.32,26.74090690350726,-6.351984252736659
26.42,26.58491876984615,-6.358245467778763
26.525,26.26416601618492,-6.322083146036176
26.63,26.2814529870745,-6.436157445091002
26.73,26.35783751018521,-6.41355773253631
26.83,25.98365893812311,-6.604254713503319
26.935,25.43301925846437,-6.683239977450393
27.04,25.61641311017251,-6.493195515627775
27.14,25.56679591457697,-6.623732222054715
27.24,25.17734086859746,-6.325506821794797
27.345,25.09793830953331,-6.394123626468261
27.445,24.86719485867379,-6.237481108208256
27.545,24.62276194312263,-6.368066115184887
27.65,24.64740271617276,-6.360029708477077
27.755,24.27824842753313,-6.215650502400862
27.855,24.13127567742628,-6.208055806713945
27.955,24.00862984318673,-6.223567116399329
28.06,24.10845334035016,-5.345459781505411
28.165,23.82028664386213,-5.819111834429622
28.265,23.63619120253087,-5.645273926314768
28.365,23.39373298679781,-5.127880720629307
28.47,23.45236312626839,-5.474885527356057
28.57,23.2944297467356,-5.278574322454923
28.67,22.9681906434749,-5.275299221615698
28.775,22.9825673786825,-5.131457591045203
28.88,23.24087125839696,-4.866179486735051
28.98,22.85413363371042,-4.78074695069414
29.08,22.73446200917844,-4.675830173478557
29.185,22.54373194113525,-4.499381496588009
29.29,22.65994807329661,-4.334615859928243
29.39,22.64425569504577,-4.072294462857383
29.49,22.49590672556087,-3.97322707950461
29.595,22.37058516608863,-4.000111602634814
29.695,22.50733446400685,-3.544357847500374
29.795,22.4882035792513,-3.187316575664627
29.9,22.48482047947105,-3.28539103005591
30.005,22.54507670712459,-2.919508579018439
30.105,22.4827860777749,-2.867451051363609
30.205,22.34858195188928,-2.677406715498337
30.31,22.69692068357138,-2.767543566975644
30.415,22.14592464910545,-2.206138424722726
30.515,22.41730778404218,-2.170468472089894
30.615,22.39499274943085,-2.28653543763126
30.72,22.18927414225038,-1.666244476122695
30.82,22.50825728448315,-1.759163653179936
30.92,22.63604719854113,-1.36076573782422
31.025,22.45706858843612,-1.127963584411898
31.13,22.76979461330633,-0.9003637340131452
31.23,22.73883858808023,-1.060473654647278
31.33,22.58198763288182,-0.9181901195681199
31.435,22.79216789592915,-0.7704927451820356
31.54,22.80853985076117,-0.5172698324436711
31.64,22.85394120867175,-0.299088155163477
31.74,22.96379264492922,-0.481984054712802
31.845,22.92737008868863,0.02572191041600982
31.95,23.10960834100332,-0.08995185597154046
32.055,23.31613243955722,0.6226107919080563
32.155,22.98808442904782,0.4447668792203031
32.255,23.27941366363242,0.7385471535455896
32.355,23.58717363131426,0.8254242275385482
32.46,23.15302971106409,0.9183532587158389
32.56,23.1820609351423,1.148888645240111
32.66,23.53994384326139,1.436318425167286
32.765,23.31083446042853,1.285204378931727
32.865,23.79876980870654,1.772847049285256
32.965,23.19534627805196,1.5348847708741
33.07,23.65338310893643,1.79079600455132
33.17,23.58508190160077,1.984449938532545
33.27,23.6533990289225,2.212241938255445
33.375,23.60378195919558,2.444979889406896
33.475,23.68106330338581,2.480536718514045
33.575,23.78571184656116,2.255200838827107
33.68,23.71265428897201,2.691653346373747
33.78,23.76825789904727,2.977479206057534
33.88,24.03466775351804,3.122080332879755
33.98,24.23157799159832,3.322170116499386
34.085,23.92855978876566,3.319307082301684
34.185,23.77511613350333,3.542865142066641
34.285,24.0579541186831,3.673219926327064
34.39,23.91890140276105,3.886576629996206
34.49,23.97906661115475,3.712903735074486
34.59,24.14550946730678,4.078336748749405
34.695,24.00073808891502,4.270255875189641
34.795,24.10696456950938,4.482193447863631
34.895,24.3326155864384,4.124400295829298
35,24.31712798359628,4.572587838797646
35.1,24.35321718768957,4.708373265518938
35.2,24.41488693679114,4.831087841368912
35.3,24.20851950385957,4.963056273200745
35.405,24.48581983850657,5.104319759601534
35.505,24.63275896316696,5.481997551190724
35.605,24.57445435982179,5.284784792392471
35.71,24.76812942259619,5.070012466631497
35.81,24.31663540063033,5.877708535493837
35.91,24.34242286837491,5.725506962757752
36.015,24.95056587166464,5.989525215954992
36.115,24.70115323871403,5.970874164458944
36.215,24.77569834243345,6.02405801253175
36.32,24.80647589035324,6.283102802273624
36.42,25.06203316307803,5.989571166726138
36.52,25.08207343843752,6.597285980983438
36.625,24.98934776748766,6.613852818789596
36.725,24.87075863462386,7.000709924603436
36.825,25.20663722993041,6.918715184204672
36.925,25.07587336794742,7.042285154953939
37.03,24.97498930481565,7.190057397735512
37.13,25.1723167359147,7.403838715501164
37.23,25.13707946453876,7.484189526714681
37.335,25.13699433507619,7.703796284793102
37.435,25.41435741420817,7.458140127046209
37.535,25.38874522093515,7.79274872037152
37.64,25.31165337356217,7.816298306082501
37.74,25.26545377954426,7.937673508113553
37.84,25.50864378606019,7.976771929845905
37.945,25.56917225259924,8.10522618213148
38.045,25.40810265813405,8.245056778198292
38.145,25.56526059450025,8.600735758961587
38.25,25.60994424563015,8.372791079313645
38.35,25.40546356899594,8.590293861792944
38.45,25.53486741061029,8.687515348250624
38.55,25.64104653205078,8.87323402840882
38.655,25.86646722499592,8.884479265910571
38.755,26.33289148697556,8.95919744333454
38.855,25.7033254736012,9.464245889706552
38.96,25.72623388124717,9.239231534247429
39.06,25.65830052608145,9.410956602444445
39.16,25.74201625553303,9.565069991840478
39.265,25.94693054262341,9.588192355607553
39.365,25.73730567740907,9.508186791865526
39.465,26.15712672062575,9.755627883116791
39.57,25.99585761942749,9.838559838235971
39.67,25.89504281969589,9.97298598717976
39.77,26.01230706111624,10.07131180857808
39.875,26.13358666734998,10.44571210338768
39.975,26.06792488972802,10.25453946085316
