t,x,y
0.105,0.05499278066149044,0.2891622138877734
0.205,0.4771297434037544,-0.1834565954120146
0.31,-0.005191912770627121,0.03128215178598616
0.41,-0.007661538377020986,0.1294876695716341
0.515,-0.1474651645498758,0.02474488199864754
0.62,-0.1980435609303309,0.03346045491525415
0.725,0.1098589061531732,-0.1094115514820477
0.8250000000000001,-0.1144134405736588,-0.3047384662964638
0.93,-0.1259872517970302,0.02286146029977052
1.035,0.1408333830971433,0.02005608030747818
1.135,0.1139905335158082,-0.0309033919703396
1.235,0.1249697238334078,-0.06755839520314479
1.34,0.1862857056300586,0.02576973991989725
1.445,0.3002084021652213,0.07099612811526704
1.55,0.2296731054688558,0.02662649530397934
1.65,0.2594304408228333,0.0292938111723564
1.755,0.4846900429163952,0.195013356950884
1.86,0.3722089306054147,0.01708385948124617
1.965,0.3620651177230989,0.01115450536720191
2.07,0.3325154328965303,-0.1828205814319854
2.17,0.5971105449383296,0.07811049654133011
2.27,0.5060382011640614,-0.06894332515050046
2.37,0.4697480395506272,0.1852940323493402
2.47,0.434826582391325,-0.03197698204437471
2.575,0.7899928109456491,0.05225200328837509
2.675,0.6200193994785922,0.1428531936878028
2.78,0.8327586103182549,-0.04568778395609943
2.885,0.7678392213372539,-0.01733330858029955
2.99,0.9133157250701297,0.01199779496659856
3.095,0.9438441580412125,-0.02165105423017036
3.195,0.8716534627848203,0.1038549843869524
3.3,1.040709065427527,-0.1467375969786622
3.405,1.153706029142021,-0.07155064007387454
3.51,1.216740229067926,-0.1336589482300764
3.615,1.325116947457461,0.2206714627065945
3.72,1.318580564855448,-0.0007297710776908377
3.82,1.351690913612307,0.1875695062564615
3.925,1.419989115863301,-0.0309582906833398
4.025,1.514401377764503,0.005337694513350006
4.13,1.817740607767056,-0.07463551764253244
4.23,1.60768361388349,-0.07440881746346072
4.335,1.795527412012696,-0.001964307698090203
4.435,1.876393981194416,0.004130263118366176
4.54,1.939088115055805,-0.008620721586859177
4.645,1.988876127434561,-0.04520787895099304
4.75,2.15564477708582,0.1085174510027339
4.850000000000001,2.228498849354613,-0.01414196293337732
4.955,2.453914298458176,0.04020981744301042
5.06,2.427465592096558,0.0003746382050084715
5.165,2.170812040908453,-0.3089034553268197
5.27,2.853103129612993,0.1635736683093125
5.375,2.756623133473572,0.05430487006069828
5.475000000000001,2.849215206323544,0.01431370547918065
5.58,2.695864719794631,0.02956316943648594
5.685,3.225666094666433,0.04233621263900358
5.79,3.158955330776199,0.01221813862206184
5.895,3.149374863286524,0.07765639881009086
6,3.287284916953911,-0.09966597683186718
6.100000000000001,3.534773533557857,0.07543636190767573
6.205,3.64863177806074,-0.2034541606360065
6.31,3.698025671983399,0.165194726102569
6.415,3.814438767280485,-0.08459511997291733
6.515000000000001,3.920376310026445,-0.1063707756890575
6.62,3.761832836490236,-0.4490237221343656
6.725000000000001,4.263800611188558,-0.04869277749538499
6.83,4.414483351690587,-0.1339742794811534
6.935,4.3498765590682,-0.136791626530215
7.04,4.605381222929944,0.001843339572288548
7.140000000000001,4.851112995989375,0.09279158731375231
7.245,4.902450740963562,0.1195629222354652
7.350000000000001,4.982407357412617,-0.2838020962094135
7.455,5.285154089610434,-0.05365153778584307
7.56,5.347850206207005,-0.2166644164374565
7.665,5.443798359930035,0.02185174671642934
7.765000000000001,5.569034420433521,-0.007957880518486459
7.87,5.299891471561331,0.2140508777869175
7.975000000000001,5.870820590331249,-0.001482492246713616
8.08,5.971458914117397,0.09736379115900419
8.185,6.146005972228439,0.08232882685721564
8.290000000000001,6.457353276066027,-0.1732003052104397
8.395,6.687417121356878,0.172160996184736
8.495000000000001,6.627115016593267,0.3287550650312439
8.6,6.975260646476065,-0.0374509737102937
8.700000000000001,7.247514985290979,0.2046529308946895
8.805,7.135712464280275,0.02449647024556142
8.91,7.494891931220148,0.3046077986290214
9.015000000000001,7.526896044702124,-0.008682544922502308
9.120000000000001,7.666503068821289,-0.002470637807185639
9.225,7.856475053374963,0.112006496140685
9.325000000000001,7.985954589600604,0.0001508332648635828
9.43,8.218566819775045,0.1599470414086729
9.535,7.943665214326995,0.1347317263460022
9.640000000000001,8.525681243538818,0.0009424716558366728
9.745000000000001,8.745703033530116,-0.01226633612452595
9.85,8.75383702884921,0.270812287930323
9.950000000000001,8.866768793760166,0.01705924661454264
10.055,9.281493785487633,-0.02871648973929187
10.16,9.501063073026033,-0.02997991017102769
10.265,9.355587964509269,0.01040115322862012
10.37,9.862053407520591,-0.02146929772432709
10.475,9.966655443590801,0.02815393736861016
10.575,9.733968870701409,-0.1819032177736906
10.68,10.48667136835548,-0.06296852013996473
10.785,10.449897693875,-0.1679103337554565
10.89,10.77003429357331,-0.07802856002280514
10.995,10.92482439456362,-0.09424594165939744
11.1,11.06258191331997,-0.01122291152218999
11.2,11.28963902077951,0.01775594262842066
11.305,11.40069133629068,0.2387797545947154
11.41,11.69811947914744,0.01209264437929598
11.515,11.57859528129922,-0.2350783358436068
11.62,11.88468348258759,-0.01547148805169729
11.725,12.16760377323716,-0.008577127582892882
11.825,12.34086503002037,0.04277597139012634
11.93,12.74348982989156,0.1240089972130042
12.03,12.4729212136609,0.01600709285587975
12.135,12.87630275469077,-0.004914325421068735
12.24,12.87369454954382,-0.05364550900281726
12.345,13.17429348879504,0.00360216067268441
12.45,13.2636847818689,-0.1173879126170727
12.555,13.61344146415855,0.06975142840142501
12.655,14.05684674387648,0.01945714765190115
12.76,13.95764677725364,-0.1503036004749568
12.865,14.07320717634649,0.02408345390111782
12.97,14.1677580108899,0.1251386732899403
13.075,14.32665446013431,0.001643352454081208
13.18,14.59583299454858,-0.05967212443955776
13.28,14.78503560821925,-0.006171846726087626
13.385,14.94882798191695,-0.03522989913468231
13.49,15.30183113342449,-0.0377554126904191
13.595,15.19141325580248,0.009068052541616198
13.7,15.33226876570163,0.1538836116417828
13.805,15.5282409243706,-0.0640683258558037
13.905,15.78665806686373,0.02391853465356604
14.01,16.04736574425557,0.07861078758151857
14.115,16.31181777356498,0.06292327840113844
14.22,16.27354046396069,-0.05522947101231402
14.325,16.6207596608614,0.03425914937076165
14.43,16.51748646049925,0.3428734803767896
14.53,17.05071412976476,-0.1869669785203319
14.635,17.02632513770493,0.1248524366950773
14.74,17.08939362596401,-0.03533268495918965
14.845,17.33167906676093,0.1356548120336596
14.95,17.56733964608308,0.03228274129091092
15.055,17.94176367980294,-0.03355168835048469
15.155,17.54416012200019,-0.002631583765425609
15.26,17.98816243096372,0.000583699337089451
15.365,18.3999276752338,-0.04579448825948451
15.47,18.39919193915775,-0.04493455741810334
15.575,18.52025911938911,0.03690214404999982
15.68,19.06876112337764,-0.1349361697354406
15.78,18.71632448930388,0.3381194885686879
15.885,18.95136222646573,-0.02012251110605113
15.985,18.91604891307332,0.0886205260939915
